LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
76,I0819,15:12:26.197084,6,endpoints.go:136],"Endpoints found for Service ""play/rtmode""","[{10.42.1.249 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-hlpf7,UID:55ddbfae-2d9a-4067-84ea-cb2246887a3a,APIVersion:,ResourceVersion:40663011,FieldPath:,}} {10.42.13.47 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-nbpxw,UID:f6ac6bd5-c527-4cb3-95ae-31c6d8decc9f,APIVersion:,ResourceVersion:37822865,FieldPath:,}} {10.42.16.132 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-dlpvv,UID:9cfa2244-76b2-4cf7-8a95-d0d20d959eee,APIVersion:,ResourceVersion:38664717,FieldPath:,}}]",181b53b0,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-hlpf7,UID:55ddbfae-2d9a-<*>-84ea-cb2246887a3a,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-nbpxw,UID:f6ac6bd5-c527-4cb3-95ae-31c6d8decc9f,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-dlpvv,UID:9cfa2244-76b2-4cf7-8a95-d0d20d959eee,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.249 8080', '4067', '40663011', '10.42.13.47 8080', '37822865', '10.42.16.132 8080', '38664717']"
77,I0819,15:12:26.197164,6,endpoints.go:136],"Endpoints found for Service ""play/simpleautocomplete""","[{10.42.13.146 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-gk6s4,UID:884575ac-4c14-452e-b76c-73729e181fff,APIVersion:,ResourceVersion:40713778,FieldPath:,}} {10.42.16.147 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-rc5xx,UID:8e069401-8611-4bbc-9a77-202b42b4fff9,APIVersion:,ResourceVersion:40637671,FieldPath:,}} {10.42.17.47 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-w5jt5,UID:d6cd1164-2c84-47ff-8e4c-60b1782bc29e,APIVersion:,ResourceVersion:40662648,FieldPath:,}}]",8613e688,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-gk6s4,UID:884575ac-4c14-452e-b76c-73729e181fff,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-rc5xx,UID:8e069401-<*>-4bbc-9a77-202b42b4fff9,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-w5jt5,UID:d6cd1164-2c84-47ff-8e4c-60b1782bc29e,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.146 8080', '40713778', '10.42.16.147 8080', '8611', '40637671', '10.42.17.47 8080', '40662648']"
78,I0819,15:12:26.197229,6,endpoints.go:136],"Endpoints found for Service ""play/simpleautocomplete""","[{10.42.13.146 80 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-gk6s4,UID:884575ac-4c14-452e-b76c-73729e181fff,APIVersion:,ResourceVersion:40713778,FieldPath:,}} {10.42.16.147 80 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-rc5xx,UID:8e069401-8611-4bbc-9a77-202b42b4fff9,APIVersion:,ResourceVersion:40637671,FieldPath:,}} {10.42.17.47 80 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-w5jt5,UID:d6cd1164-2c84-47ff-8e4c-60b1782bc29e,APIVersion:,ResourceVersion:40662648,FieldPath:,}}]",8613e688,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-gk6s4,UID:884575ac-4c14-452e-b76c-73729e181fff,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-rc5xx,UID:8e069401-<*>-4bbc-9a77-202b42b4fff9,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-w5jt5,UID:d6cd1164-2c84-47ff-8e4c-60b1782bc29e,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.146 80', '40713778', '10.42.16.147 80', '8611', '40637671', '10.42.17.47 80', '40662648']"
79,I0819,15:12:26.197328,6,endpoints.go:136],"Endpoints found for Service ""play/ubuntu18-install""","[{10.42.16.107 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:ubuntu18-install-7645d4bbc4-9vvm2,UID:c7a971d0-6f60-4e29-bdee-9f486b43a262,APIVersion:,ResourceVersion:37790689,FieldPath:,}} {10.42.5.144 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:ubuntu18-install-7645d4bbc4-kx5bx,UID:0b1fc7b7-7d39-4af3-8629-858781e5442d,APIVersion:,ResourceVersion:40100226,FieldPath:,}} {10.42.8.94 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:ubuntu18-install-7645d4bbc4-c5c9q,UID:da441787-f498-412e-8ea0-4e9af8a03e59,APIVersion:,ResourceVersion:39859713,FieldPath:,}}]",f2248d77,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:ubuntu18-install-7645d4bbc4-9vvm2,UID:c7a971d0-6f60-4e29-bdee-9f486b43a262,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:ubuntu18-install-7645d4bbc4-kx5bx,UID:0b1fc7b7-7d39-4af3-<*>-858781e5442d,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:ubuntu18-install-7645d4bbc4-c5c9q,UID:da441787-f498-412e-8ea0-4e9af8a03e59,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.16.107 8080', '37790689', '10.42.5.144 8080', '8629', '40100226', '10.42.8.94 8080', '39859713']"
80,W0819,15:12:26.197418,6,endpoints.go:96],"Error obtaining Endpoints for Service ""doc/ingress-5d9c04980f50ff0e13efc687ddb0ffbd""","no object matching key ""doc/ingress-5d9c04980f50ff0e13efc687ddb0ffbd"" in local store",0ceb51af,no object matching key <*> in local store,"['""doc/ingress-5d9c04980f50ff0e13efc687ddb0ffbd""']"
81,W0819,15:12:26.197471,6,endpoints.go:96],"Error obtaining Endpoints for Service ""doc/ingress-c27fa875ea161dec301b676156bf9f48""","no object matching key ""doc/ingress-c27fa875ea161dec301b676156bf9f48"" in local store",0ceb51af,no object matching key <*> in local store,"['""doc/ingress-c27fa875ea161dec301b676156bf9f48""']"
82,W0819,15:12:26.197539,6,endpoints.go:96],"Error obtaining Endpoints for Service ""doc/ingress-ae9e1adcfb6b5cb1b6fbe556edd25059""","no object matching key ""doc/ingress-ae9e1adcfb6b5cb1b6fbe556edd25059"" in local store",0ceb51af,no object matching key <*> in local store,"['""doc/ingress-ae9e1adcfb6b5cb1b6fbe556edd25059""']"
83,I0819,15:12:26.197602,6,endpoints.go:136],"Endpoints found for Service ""doc/dev""","[{10.42.13.89 80 &ObjectReference{Kind:Pod,Namespace:doc,Name:dev-645bdfbfd9-jlvmh,UID:c00f835c-b555-4311-826c-d6c8bbf688d2,APIVersion:,ResourceVersion:39796371,FieldPath:,}}]",3789ffe0,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:doc,Name:dev-645bdfbfd9-jlvmh,UID:c00f835c-b555-<*>-826c-d6c8bbf688d2,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.89 80', '4311', '39796371']"
84,I0819,15:12:26.197659,6,endpoints.go:136],"Endpoints found for Service ""doc/latest""","[{10.42.5.146 80 &ObjectReference{Kind:Pod,Namespace:doc,Name:latest-69bbfb7f65-tw85n,UID:03865284-c4ee-4407-a6c9-96dc09b40f5c,APIVersion:,ResourceVersion:40100420,FieldPath:,}}]",38e5b982,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:doc,Name:latest-69bbfb7f65-tw85n,UID:<*>-c4ee-<*>-a6c9-96dc09b40f5c,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.5.146 80', '03865284', '4407', '40100420']"
85,I0819,15:12:26.197721,6,endpoints.go:136],"Endpoints found for Service ""doc/manticore-3-5-0""","[{10.42.1.42 80 &ObjectReference{Kind:Pod,Namespace:doc,Name:manticore-3-5-0-8557f4767f-t26bh,UID:25e095b3-32a0-40ab-8abf-ed7f07a02b4b,APIVersion:,ResourceVersion:40099836,FieldPath:,}}]",043c215e,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:doc,Name:manticore-<*>-<*>-<*>-8557f4767f-t26bh,UID:25e095b3-32a0-40ab-8abf-ed7f07a02b4b,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.42 80', '3', '5-0', '40099836']"
86,I0819,15:12:26.197816,6,endpoints.go:136],"Endpoints found for Service ""last-release/last-release-service""","[{10.42.13.138 80 &ObjectReference{Kind:Pod,Namespace:last-release,Name:last-release-server-76b44cc7cd-59fdd,UID:c264150d-9897-4c75-99b1-ec7c8a64c3f6,APIVersion:,ResourceVersion:40674617,FieldPath:,}}]",29fb7d9d,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:last-release,Name:last-release-server-76b44cc7cd-59fdd,UID:c264150d-<*>-4c75-99b1-ec7c8a64c3f6,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.138 80', '9897', '40674617']"
87,I0819,15:12:26.197881,6,endpoints.go:136],"Endpoints found for Service ""doc/ingress-dd3c7a5bbe97f612d5525426fd47efe7""","[{10.42.2.182 80 &ObjectReference{Kind:Pod,Namespace:doc,Name:test-b98dfb547-f9gqz,UID:a1ef5716-fc32-40a0-817f-b44f2852fd3e,APIVersion:,ResourceVersion:40689117,FieldPath:,}}]",2973d8a3,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:doc,Name:test-b98dfb547-f9gqz,UID:a1ef5716-fc32-40a0-817f-b44f2852fd3e,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.2.182 80', '40689117']"
88,I0819,15:12:26.197984,6,controller.go:1328],"Found SSL certificate matching host ""manual.mnt.cr""","""doc/mnt-cert-tls""",191429c5,"""doc/mnt-cert-tls""",[]
89,I0819,15:12:26.198004,6,controller.go:1328],"Found SSL certificate matching host ""mnt.cr""","""doc/mnt-cert-tls""",191429c5,"""doc/mnt-cert-tls""",[]
90,I0819,15:12:44.560677,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
91,I0819,15:13:44.560600,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
92,I0819,15:14:44.561193,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
93,I0819,15:15:44.560896,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
94,I0819,15:16:44.561572,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
95,I0819,15:17:44.561905,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
96,I0819,15:18:44.562506,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
97,I0819,15:19:44.562857,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
98,I0819,15:20:44.562952,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
99,I0819,15:21:44.562029,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
100,I0819,15:22:44.562149,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
101,I0819,15:23:44.563272,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
102,I0819,15:24:44.563343,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
103,I0819,15:25:44.564045,6,nginx_status.go:168],start scraping socket,/nginx_status,2f563eb6,/nginx_status,[]
