LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
18,I0819,15:12:22.862372,6,endpoints.go:136],"Endpoints found for Service ""play/json""","[{10.42.13.42 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:json-55d974686c-j4w7h,UID:e757eadb-cbac-4080-a18f-f0688e625539,APIVersion:,ResourceVersion:37729011,FieldPath:,}} {10.42.15.168 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:json-55d974686c-ggnx4,UID:f25d4a8b-6fda-4d30-92a0-3cf9ac734779,APIVersion:,ResourceVersion:40099772,FieldPath:,}} {10.42.16.214 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:json-55d974686c-tdtgj,UID:045efca3-826f-43b9-bc7e-07b968602c01,APIVersion:,ResourceVersion:30822715,FieldPath:,}}]",5ae51c22,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:json-55d974686c-j4w7h,UID:e757eadb-cbac-<*>-a18f-f0688e625539,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:json-55d974686c-ggnx4,UID:f25d4a8b-6fda-4d30-92a0-3cf9ac734779,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:json-55d974686c-tdtgj,UID:045efca3-826f-43b9-bc7e-07b968602c01,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.42 8080', '4080', '37729011', '10.42.15.168 8080', '40099772', '10.42.16.214 8080', '30822715']"
19,I0819,15:12:22.862454,6,endpoints.go:136],"Endpoints found for Service ""play/maindelta""","[{10.42.13.129 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:maindelta-5797df46d4-5pt5k,UID:25b2dbbe-84f5-4ebd-8b6f-5b186777db26,APIVersion:,ResourceVersion:40306985,FieldPath:,}} {10.42.15.107 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:maindelta-5797df46d4-fnm2g,UID:cc6a1f5d-5bc1-4e98-a76d-eb2c815d2b1e,APIVersion:,ResourceVersion:37967105,FieldPath:,}} {10.42.2.159 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:maindelta-5797df46d4-f5x5b,UID:a38b3b82-00ea-40f7-aebc-d8aeee41eff1,APIVersion:,ResourceVersion:40664234,FieldPath:,}}]",9e8702a0,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:maindelta-5797df46d4-5pt5k,UID:25b2dbbe-84f5-4ebd-8b6f-5b186777db26,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:maindelta-5797df46d4-fnm2g,UID:cc6a1f5d-5bc1-4e98-a76d-eb2c815d2b1e,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:maindelta-5797df46d4-f5x5b,UID:a38b3b82-00ea-40f7-aebc-d8aeee41eff1,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.129 8080', '40306985', '10.42.15.107 8080', '37967105', '10.42.2.159 8080', '40664234']"
20,I0819,15:12:22.862530,6,endpoints.go:136],"Endpoints found for Service ""play/mlt""","[{10.42.1.18 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-wsv45,UID:04c988f7-c3ce-46c5-951e-0a400596ec86,APIVersion:,ResourceVersion:38173234,FieldPath:,}} {10.42.13.127 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-z9tt8,UID:a9ea332a-a92c-4d50-a8be-2eb87dd4d334,APIVersion:,ResourceVersion:30081730,FieldPath:,}} {10.42.16.97 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-bcmms,UID:b416781c-54c8-4012-abec-90b6f526214b,APIVersion:,ResourceVersion:37383923,FieldPath:,}}]",386c9baf,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-wsv45,UID:04c988f7-c3ce-46c5-951e-0a400596ec86,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-z9tt8,UID:a9ea332a-a92c-4d50-a8be-2eb87dd4d334,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-bcmms,UID:b416781c-54c8-<*>-abec-90b6f526214b,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.18 8080', '38173234', '10.42.13.127 8080', '30081730', '10.42.16.97 8080', '4012', '37383923']"
21,I0819,15:12:22.862604,6,endpoints.go:136],"Endpoints found for Service ""play/mlt""","[{10.42.1.18 80 &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-wsv45,UID:04c988f7-c3ce-46c5-951e-0a400596ec86,APIVersion:,ResourceVersion:38173234,FieldPath:,}} {10.42.13.127 80 &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-z9tt8,UID:a9ea332a-a92c-4d50-a8be-2eb87dd4d334,APIVersion:,ResourceVersion:30081730,FieldPath:,}} {10.42.16.97 80 &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-bcmms,UID:b416781c-54c8-4012-abec-90b6f526214b,APIVersion:,ResourceVersion:37383923,FieldPath:,}}]",386c9baf,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-wsv45,UID:04c988f7-c3ce-46c5-951e-0a400596ec86,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-z9tt8,UID:a9ea332a-a92c-4d50-a8be-2eb87dd4d334,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mlt-594b758c9-bcmms,UID:b416781c-54c8-<*>-abec-90b6f526214b,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.18 80', '38173234', '10.42.13.127 80', '30081730', '10.42.16.97 80', '4012', '37383923']"
22,I0819,15:12:22.862682,6,endpoints.go:136],"Endpoints found for Service ""play/mysql""","[{10.42.1.38 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-mjg4l,UID:aa26a5e1-739a-4876-97eb-72d86691beef,APIVersion:,ResourceVersion:40099092,FieldPath:,}} {10.42.13.128 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-6xg8d,UID:948a26b2-8256-4ffa-9936-923365fc30fa,APIVersion:,ResourceVersion:40269245,FieldPath:,}} {10.42.17.253 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-7xwlh,UID:5de064be-2c57-4c40-985a-41c3dc2c1ccf,APIVersion:,ResourceVersion:40232988,FieldPath:,}} {10.42.8.74 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-lrlmq,UID:18c1803f-e2fa-4f33-ad5e-e393404d753a,APIVersion:,ResourceVersion:40669608,FieldPath:,}}]",e38979c6,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-mjg4l,UID:aa26a5e1-739a-<*>-97eb-72d86691beef,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-6xg8d,UID:948a26b2-<*>-4ffa-<*>-923365fc30fa,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-7xwlh,UID:5de064be-2c57-4c40-985a-41c3dc2c1ccf,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:mysql-8c4688988-lrlmq,UID:18c1803f-e2fa-4f33-ad5e-e393404d753a,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.38 8080', '4876', '40099092', '10.42.13.128 8080', '8256', '9936', '40269245', '10.42.17.253 8080', '40232988', '10.42.8.74 8080', '40669608']"
23,I0819,15:12:22.862783,6,endpoints.go:136],"Endpoints found for Service ""play/pq""","[{10.42.13.73 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:pq-f6f867f-blrzk,UID:af52d91f-cde3-49d6-bd3a-f2136b4db139,APIVersion:,ResourceVersion:39162354,FieldPath:,}} {10.42.15.158 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:pq-f6f867f-qfv4g,UID:dc3d8dc5-c049-4f36-869a-a895a6ad53b4,APIVersion:,ResourceVersion:38197119,FieldPath:,}} {10.42.16.137 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:pq-f6f867f-754dd,UID:d3741a1d-03f9-451f-9f45-4f968864d318,APIVersion:,ResourceVersion:39315608,FieldPath:,}}]",9e4f2c3b,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:pq-f6f867f-blrzk,UID:af52d91f-cde3-49d6-bd3a-f2136b4db139,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:pq-f6f867f-qfv4g,UID:dc3d8dc5-c049-4f36-869a-a895a6ad53b4,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:pq-f6f867f-754dd,UID:d3741a1d-03f9-451f-9f45-4f968864d318,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.73 8080', '39162354', '10.42.15.158 8080', '38197119', '10.42.16.137 8080', '39315608']"
24,I0819,15:12:22.862863,6,endpoints.go:136],"Endpoints found for Service ""play/replication""","[{10.42.13.147 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:replication-88dbf9c79-pknq6,UID:334b6faa-0b51-49cb-9bdb-c1baf1e37ca7,APIVersion:,ResourceVersion:40731107,FieldPath:,}} {10.42.16.149 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:replication-88dbf9c79-nt4cc,UID:669e128e-61da-4e34-b34a-22a2b06aa04c,APIVersion:,ResourceVersion:40725448,FieldPath:,}} {10.42.17.53 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:replication-88dbf9c79-ntl24,UID:0fdac90b-a839-49b8-9950-d0cab0e3e3c8,APIVersion:,ResourceVersion:40701843,FieldPath:,}}]",dd7e5477,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:replication-88dbf9c79-pknq6,UID:334b6faa-0b51-49cb-9bdb-c1baf1e37ca7,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:replication-88dbf9c79-nt4cc,UID:669e128e-61da-4e34-b34a-22a2b06aa04c,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:replication-88dbf9c79-ntl24,UID:0fdac90b-a839-49b8-<*>-d0cab0e3e3c8,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.147 8080', '40731107', '10.42.16.149 8080', '40725448', '10.42.17.53 8080', '9950', '40701843']"
25,I0819,15:12:22.862941,6,endpoints.go:136],"Endpoints found for Service ""play/replicationfail""","[{10.42.13.139 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:replicationfail-84788d9c8d-8b46z,UID:11e65ee3-c1d6-4596-b68c-c0e6cafab7d0,APIVersion:,ResourceVersion:40674579,FieldPath:,}} {10.42.15.111 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:replicationfail-84788d9c8d-nbxmn,UID:5843aae1-c91a-41b1-8c5c-29104bd179b7,APIVersion:,ResourceVersion:36854289,FieldPath:,}} {10.42.2.160 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:replicationfail-84788d9c8d-cqlmk,UID:0fdb2d0a-0340-48e8-ad46-941773ddee8f,APIVersion:,ResourceVersion:40664330,FieldPath:,}}]",e80787b5,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:replicationfail-84788d9c8d-8b46z,UID:11e65ee3-c1d6-<*>-b68c-c0e6cafab7d0,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:replicationfail-84788d9c8d-nbxmn,UID:5843aae1-c91a-41b1-8c5c-29104bd179b7,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:replicationfail-84788d9c8d-cqlmk,UID:0fdb2d0a-<*>-48e8-ad46-941773ddee8f,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.139 8080', '4596', '40674579', '10.42.15.111 8080', '36854289', '10.42.2.160 8080', '0340', '40664330']"
26,I0819,15:12:22.863018,6,endpoints.go:136],"Endpoints found for Service ""play/rtintro""","[{10.42.16.143 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtintro-874c78757-4zf48,UID:fb33915c-1a76-43c9-b2cb-925b346245c1,APIVersion:,ResourceVersion:40269131,FieldPath:,}} {10.42.2.135 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtintro-874c78757-7mgmf,UID:7205a868-e142-419c-bb97-1a6a9b316bc7,APIVersion:,ResourceVersion:40548020,FieldPath:,}} {10.42.8.76 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtintro-874c78757-5gp8l,UID:b7bbe9e5-aee7-44c8-b3dc-a6451948f400,APIVersion:,ResourceVersion:37745945,FieldPath:,}}]",560578e1,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtintro-874c78757-4zf48,UID:fb33915c-1a76-43c9-b2cb-925b346245c1,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtintro-874c78757-7mgmf,UID:7205a868-e142-419c-bb97-1a6a9b316bc7,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtintro-874c78757-5gp8l,UID:b7bbe9e5-aee7-44c8-b3dc-a6451948f400,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.16.143 8080', '40269131', '10.42.2.135 8080', '40548020', '10.42.8.76 8080', '37745945']"
27,I0819,15:12:22.863095,6,endpoints.go:136],"Endpoints found for Service ""play/rtmode""","[{10.42.1.249 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-hlpf7,UID:55ddbfae-2d9a-4067-84ea-cb2246887a3a,APIVersion:,ResourceVersion:40663011,FieldPath:,}} {10.42.13.47 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-nbpxw,UID:f6ac6bd5-c527-4cb3-95ae-31c6d8decc9f,APIVersion:,ResourceVersion:37822865,FieldPath:,}} {10.42.16.132 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-dlpvv,UID:9cfa2244-76b2-4cf7-8a95-d0d20d959eee,APIVersion:,ResourceVersion:38664717,FieldPath:,}}]",181b53b0,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-hlpf7,UID:55ddbfae-2d9a-<*>-84ea-cb2246887a3a,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-nbpxw,UID:f6ac6bd5-c527-4cb3-95ae-31c6d8decc9f,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:rtmode-6fbcf8565d-dlpvv,UID:9cfa2244-76b2-4cf7-8a95-d0d20d959eee,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.249 8080', '4067', '40663011', '10.42.13.47 8080', '37822865', '10.42.16.132 8080', '38664717']"
28,I0819,15:12:22.863184,6,endpoints.go:136],"Endpoints found for Service ""play/simpleautocomplete""","[{10.42.13.146 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-gk6s4,UID:884575ac-4c14-452e-b76c-73729e181fff,APIVersion:,ResourceVersion:40713778,FieldPath:,}} {10.42.16.147 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-rc5xx,UID:8e069401-8611-4bbc-9a77-202b42b4fff9,APIVersion:,ResourceVersion:40637671,FieldPath:,}} {10.42.17.47 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-w5jt5,UID:d6cd1164-2c84-47ff-8e4c-60b1782bc29e,APIVersion:,ResourceVersion:40662648,FieldPath:,}}]",8613e688,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-gk6s4,UID:884575ac-4c14-452e-b76c-73729e181fff,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-rc5xx,UID:8e069401-<*>-4bbc-9a77-202b42b4fff9,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-w5jt5,UID:d6cd1164-2c84-47ff-8e4c-60b1782bc29e,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.146 8080', '40713778', '10.42.16.147 8080', '8611', '40637671', '10.42.17.47 8080', '40662648']"
29,I0819,15:12:22.863257,6,endpoints.go:136],"Endpoints found for Service ""play/simpleautocomplete""","[{10.42.13.146 80 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-gk6s4,UID:884575ac-4c14-452e-b76c-73729e181fff,APIVersion:,ResourceVersion:40713778,FieldPath:,}} {10.42.16.147 80 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-rc5xx,UID:8e069401-8611-4bbc-9a77-202b42b4fff9,APIVersion:,ResourceVersion:40637671,FieldPath:,}} {10.42.17.47 80 &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-w5jt5,UID:d6cd1164-2c84-47ff-8e4c-60b1782bc29e,APIVersion:,ResourceVersion:40662648,FieldPath:,}}]",8613e688,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-gk6s4,UID:884575ac-4c14-452e-b76c-73729e181fff,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-rc5xx,UID:8e069401-<*>-4bbc-9a77-202b42b4fff9,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:simpleautocomplete-6fb4ffc67b-w5jt5,UID:d6cd1164-2c84-47ff-8e4c-60b1782bc29e,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.146 80', '40713778', '10.42.16.147 80', '8611', '40637671', '10.42.17.47 80', '40662648']"
30,I0819,15:12:22.863344,6,endpoints.go:136],"Endpoints found for Service ""play/ubuntu18-install""","[{10.42.16.107 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:ubuntu18-install-7645d4bbc4-9vvm2,UID:c7a971d0-6f60-4e29-bdee-9f486b43a262,APIVersion:,ResourceVersion:37790689,FieldPath:,}} {10.42.5.144 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:ubuntu18-install-7645d4bbc4-kx5bx,UID:0b1fc7b7-7d39-4af3-8629-858781e5442d,APIVersion:,ResourceVersion:40100226,FieldPath:,}} {10.42.8.94 8080 &ObjectReference{Kind:Pod,Namespace:play,Name:ubuntu18-install-7645d4bbc4-c5c9q,UID:da441787-f498-412e-8ea0-4e9af8a03e59,APIVersion:,ResourceVersion:39859713,FieldPath:,}}]",f2248d77,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:ubuntu18-install-7645d4bbc4-9vvm2,UID:c7a971d0-6f60-4e29-bdee-9f486b43a262,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:ubuntu18-install-7645d4bbc4-kx5bx,UID:0b1fc7b7-7d39-4af3-<*>-858781e5442d,APIVersion:,ResourceVersion:<*>,FieldPath:,}} {<*> <*> &ObjectReference{Kind:Pod,Namespace:play,Name:ubuntu18-install-7645d4bbc4-c5c9q,UID:da441787-f498-412e-8ea0-4e9af8a03e59,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.16.107 8080', '37790689', '10.42.5.144 8080', '8629', '40100226', '10.42.8.94 8080', '39859713']"
31,W0819,15:12:22.863470,6,endpoints.go:96],"Error obtaining Endpoints for Service ""doc/ingress-5d9c04980f50ff0e13efc687ddb0ffbd""","no object matching key ""doc/ingress-5d9c04980f50ff0e13efc687ddb0ffbd"" in local store",0ceb51af,no object matching key <*> in local store,"['""doc/ingress-5d9c04980f50ff0e13efc687ddb0ffbd""']"
32,W0819,15:12:22.863541,6,endpoints.go:96],"Error obtaining Endpoints for Service ""doc/ingress-c27fa875ea161dec301b676156bf9f48""","no object matching key ""doc/ingress-c27fa875ea161dec301b676156bf9f48"" in local store",0ceb51af,no object matching key <*> in local store,"['""doc/ingress-c27fa875ea161dec301b676156bf9f48""']"
33,W0819,15:12:22.863598,6,endpoints.go:96],"Error obtaining Endpoints for Service ""doc/ingress-ae9e1adcfb6b5cb1b6fbe556edd25059""","no object matching key ""doc/ingress-ae9e1adcfb6b5cb1b6fbe556edd25059"" in local store",0ceb51af,no object matching key <*> in local store,"['""doc/ingress-ae9e1adcfb6b5cb1b6fbe556edd25059""']"
34,I0819,15:12:22.863691,6,endpoints.go:136],"Endpoints found for Service ""doc/dev""","[{10.42.13.89 80 &ObjectReference{Kind:Pod,Namespace:doc,Name:dev-645bdfbfd9-jlvmh,UID:c00f835c-b555-4311-826c-d6c8bbf688d2,APIVersion:,ResourceVersion:39796371,FieldPath:,}}]",3789ffe0,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:doc,Name:dev-645bdfbfd9-jlvmh,UID:c00f835c-b555-<*>-826c-d6c8bbf688d2,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.89 80', '4311', '39796371']"
35,I0819,15:12:22.863777,6,endpoints.go:136],"Endpoints found for Service ""doc/latest""","[{10.42.5.146 80 &ObjectReference{Kind:Pod,Namespace:doc,Name:latest-69bbfb7f65-tw85n,UID:03865284-c4ee-4407-a6c9-96dc09b40f5c,APIVersion:,ResourceVersion:40100420,FieldPath:,}}]",38e5b982,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:doc,Name:latest-69bbfb7f65-tw85n,UID:<*>-c4ee-<*>-a6c9-96dc09b40f5c,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.5.146 80', '03865284', '4407', '40100420']"
36,I0819,15:12:22.863840,6,endpoints.go:136],"Endpoints found for Service ""doc/manticore-3-5-0""","[{10.42.1.42 80 &ObjectReference{Kind:Pod,Namespace:doc,Name:manticore-3-5-0-8557f4767f-t26bh,UID:25e095b3-32a0-40ab-8abf-ed7f07a02b4b,APIVersion:,ResourceVersion:40099836,FieldPath:,}}]",043c215e,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:doc,Name:manticore-<*>-<*>-<*>-8557f4767f-t26bh,UID:25e095b3-32a0-40ab-8abf-ed7f07a02b4b,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.1.42 80', '3', '5-0', '40099836']"
37,I0819,15:12:22.863910,6,endpoints.go:136],"Endpoints found for Service ""last-release/last-release-service""","[{10.42.13.138 80 &ObjectReference{Kind:Pod,Namespace:last-release,Name:last-release-server-76b44cc7cd-59fdd,UID:c264150d-9897-4c75-99b1-ec7c8a64c3f6,APIVersion:,ResourceVersion:40674617,FieldPath:,}}]",29fb7d9d,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:last-release,Name:last-release-server-76b44cc7cd-59fdd,UID:c264150d-<*>-4c75-99b1-ec7c8a64c3f6,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.13.138 80', '9897', '40674617']"
38,I0819,15:12:22.863977,6,endpoints.go:136],"Endpoints found for Service ""doc/ingress-dd3c7a5bbe97f612d5525426fd47efe7""","[{10.42.2.182 80 &ObjectReference{Kind:Pod,Namespace:doc,Name:test-b98dfb547-f9gqz,UID:a1ef5716-fc32-40a0-817f-b44f2852fd3e,APIVersion:,ResourceVersion:40689117,FieldPath:,}}]",2973d8a3,"[{<*> <*> &ObjectReference{Kind:Pod,Namespace:doc,Name:test-b98dfb547-f9gqz,UID:a1ef5716-fc32-40a0-817f-b44f2852fd3e,APIVersion:,ResourceVersion:<*>,FieldPath:,}}]","['10.42.2.182 80', '40689117']"
